customer_id,company_name,industry,company_size,account_manager,login_frequency_30d,support_tickets_90d,usage_drop_pct,payment_late_count,nps_score,tenure_months,latest_ticket_text,churned
CUS-00000,Acme Corp 0,Retail,SMB,AM-1,3,0,32.2,2,7,51,Feature gap vs roadmap promises; escalation requested.,0
CUS-00627,Acme Corp 627,Healthcare,SMB,AM-4,14,1,33.1,3,5,42,Onboarding incomplete; champion left the company.,0
CUS-00628,Acme Corp 628,Finance,SMB,AM-5,20,0,3.3,1,7,32,Product downtime last week; team lost confidence.,0
CUS-00629,Acme Corp 629,SaaS,Mid-Market,AM-6,14,11,14.6,0,6,17,Competitor demo scheduled; pricing feels high.,1
CUS-00630,Acme Corp 630,Manufacturing,SMB,AM-7,29,1,17.7,0,3,52,Onboarding incomplete; champion left the company.,0
CUS-00631,Acme Corp 631,SaaS,Mid-Market,AM-8,13,0,1.5,4,4,42,Product downtime last week; team lost confidence.,0
CUS-00632,Acme Corp 632,SaaS,Enterprise,AM-1,17,11,39.5,3,5,46,Onboarding incomplete; champion left the company.,1
CUS-00633,Acme Corp 633,Manufacturing,SMB,AM-2,15,2,53.5,1,0,56,Billing confusion after plan change; waiting on refund.,1
CUS-00634,Acme Corp 634,Manufacturing,SMB,AM-3,7,9,-3.7,1,7,15,Feature gap vs roadmap promises; escalation requested.,1
CUS-00635,Acme Corp 635,Retail,SMB,AM-4,27,0,33.3,0,1,6,Competitor demo scheduled; pricing feels high.,0
CUS-00636,Acme Corp 636,Finance,SMB,AM-5,9,1,60.4,4,5,35,Product downtime last week; team lost confidence.,1
CUS-00637,Acme Corp 637,Healthcare,Mid-Market,AM-6,11,1,57.3,0,7,20,Competitor demo scheduled; pricing feels high.,0
CUS-00638,Acme Corp 638,Retail,Enterprise,AM-7,31,8,63.4,3,0,26,Billing confusion after plan change; waiting on refund.,1
CUS-00639,Acme Corp 639,Manufacturing,Enterprise,AM-8,37,7,30.3,1,10,14,Product downtime last week; team lost confidence.,0
CUS-00640,Acme Corp 640,Manufacturing,Mid-Market,AM-1,26,5,63.9,1,4,24,Competitor demo scheduled; pricing feels high.,1
CUS-00641,Acme Corp 641,Healthcare,SMB,AM-2,36,2,11.7,1,0,24,Billing confusion after plan change; waiting on refund.,0
CUS-00642,Acme Corp 642,Manufacturing,SMB,AM-3,34,1,22.5,4,7,21,Competitor demo scheduled; pricing feels high.,0
CUS-00643,Acme Corp 643,Retail,SMB,AM-4,19,6,5.9,0,6,44,Feature gap vs roadmap promises; escalation requested.,0
CUS-00644,Acme Corp 644,Retail,SMB,AM-5,30,2,32.1,1,7,35,Onboarding incomplete; champion left the company.,0
CUS-00645,Acme Corp 645,Finance,Enterprise,AM-6,13,7,25.3,1,8,28,Product downtime last week; team lost confidence.,1
CUS-00646,Acme Corp 646,Healthcare,Mid-Market,AM-7,18,8,11.7,1,5,7,Competitor demo scheduled; pricing feels high.,1
CUS-00647,Acme Corp 647,Manufacturing,SMB,AM-8,21,10,57.7,0,9,34,Product downtime last week; team lost confidence.,1
CUS-00648,Acme Corp 648,Finance,SMB,AM-1,38,5,18.2,4,4,11,Competitor demo scheduled; pricing feels high.,1
CUS-00649,Acme Corp 649,Manufacturing,SMB,AM-2,33,0,14.6,1,5,19,Competitor demo scheduled; pricing feels high.,0
CUS-00650,Acme Corp 650,Finance,Enterprise,AM-3,19,3,1.8,2,1,25,Billing confusion after plan change; waiting on refund.,1
CUS-00651,Acme Corp 651,Retail,SMB,AM-4,26,10,29.5,1,6,9,Billing confusion after plan change; waiting on refund.,1
CUS-00652,Acme Corp 652,Healthcare,SMB,AM-5,8,6,17.3,4,2,23,Billing confusion after plan change; waiting on refund.,1
CUS-00653,Acme Corp 653,Finance,SMB,AM-6,32,7,23.2,1,7,16,Billing confusion after plan change; waiting on refund.,0
CUS-00654,Acme Corp 654,Manufacturing,Enterprise,AM-7,22,5,11.2,1,8,51,Product downtime last week; team lost confidence.,1
CUS-00655,Acme Corp 655,Healthcare,Mid-Market,AM-8,21,1,58.7,1,9,51,Billing confusion after plan change; waiting on refund.,0
CUS-00656,Acme Corp 656,Healthcare,Mid-Market,AM-1,30,10,73.7,1,10,1,Feature gap vs roadmap promises; escalation requested.,1
CUS-00657,Acme Corp 657,Healthcare,SMB,AM-2,25,9,34.8,0,1,36,Feature gap vs roadmap promises; escalation requested.,1
CUS-00658,Acme Corp 658,Finance,SMB,AM-3,2,11,47.9,3,1,38,Billing confusion after plan change; waiting on refund.,1
CUS-00659,Acme Corp 659,SaaS,Enterprise,AM-4,11,10,68.0,0,10,23,Product downtime last week; team lost confidence.,1
CUS-00660,Acme Corp 660,Manufacturing,SMB,AM-5,7,3,79.9,1,4,28,Competitor demo scheduled; pricing feels high.,1
CUS-00661,Acme Corp 661,Retail,SMB,AM-6,29,3,45.2,1,0,47,Competitor demo scheduled; pricing feels high.,0
CUS-00662,Acme Corp 662,SaaS,Mid-Market,AM-7,1,2,70.1,1,3,23,Onboarding incomplete; champion left the company.,1
CUS-00663,Acme Corp 663,Manufacturing,SMB,AM-8,8,11,71.8,3,9,4,Feature gap vs roadmap promises; escalation requested.,1
CUS-00664,Acme Corp 664,Manufacturing,SMB,AM-1,23,6,61.2,2,3,22,Competitor demo scheduled; pricing feels high.,0
CUS-00665,Acme Corp 665,Manufacturing,Enterprise,AM-2,27,5,31.5,4,0,15,Competitor demo scheduled; pricing feels high.,1
CUS-00666,Acme Corp 666,Retail,Mid-Market,AM-3,20,11,-2.7,1,7,23,Onboarding incomplete; champion left the company.,0
CUS-00667,Acme Corp 667,Healthcare,SMB,AM-4,34,7,-8.6,4,2,14,Onboarding incomplete; champion left the company.,1
CUS-00668,Acme Corp 668,SaaS,SMB,AM-5,36,10,32.9,0,3,9,Product downtime last week; team lost confidence.,1
CUS-00669,Acme Corp 669,SaaS,Mid-Market,AM-6,5,11,34.5,2,0,59,Onboarding incomplete; champion left the company.,1
CUS-00670,Acme Corp 670,Healthcare,SMB,AM-7,38,0,26.7,3,6,8,Feature gap vs roadmap promises; escalation requested.,0
CUS-00671,Acme Corp 671,Manufacturing,SMB,AM-8,24,4,41.1,2,4,42,Product downtime last week; team lost confidence.,1
CUS-00672,Acme Corp 672,SaaS,Mid-Market,AM-1,25,8,39.7,4,9,43,Billing confusion after plan change; waiting on refund.,0
CUS-00673,Acme Corp 673,Finance,Mid-Market,AM-2,3,9,65.3,1,3,37,Onboarding incomplete; champion left the company.,1
CUS-00674,Acme Corp 674,Retail,Enterprise,AM-3,24,1,-0.2,0,2,54,Competitor demo scheduled; pricing feels high.,0
CUS-00675,Acme Corp 675,Healthcare,SMB,AM-4,29,3,10.3,3,1,1,Feature gap vs roadmap promises; escalation requested.,1
CUS-00676,Acme Corp 676,Finance,SMB,AM-5,23,6,61.4,0,2,18,Onboarding incomplete; champion left the company.,1
CUS-00677,Acme Corp 677,SaaS,Mid-Market,AM-6,3,9,66.3,3,4,11,Competitor demo scheduled; pricing feels high.,1
CUS-00678,Acme Corp 678,Finance,Mid-Market,AM-7,20,1,79.5,3,0,35,Product downtime last week; team lost confidence.,1
CUS-00679,Acme Corp 679,Healthcare,SMB,AM-8,37,7,68.6,4,4,38,Onboarding incomplete; champion left the company.,1
CUS-00680,Acme Corp 680,Healthcare,Mid-Market,AM-1,28,3,70.1,2,9,53,Onboarding incomplete; champion left the company.,1
CUS-00681,Acme Corp 681,Retail,SMB,AM-2,5,2,18.3,4,8,23,Product downtime last week; team lost confidence.,1
CUS-00682,Acme Corp 682,Finance,Enterprise,AM-3,38,6,26.1,0,7,14,Competitor demo scheduled; pricing feels high.,0
CUS-00683,Acme Corp 683,Healthcare,Enterprise,AM-4,38,4,14.1,2,9,55,Feature gap vs roadmap promises; escalation requested.,0
CUS-00684,Acme Corp 684,Finance,SMB,AM-5,6,7,44.6,0,8,40,Product downtime last week; team lost confidence.,0
CUS-00685,Acme Corp 685,Healthcare,Enterprise,AM-6,32,3,74.5,3,7,46,Billing confusion after plan change; waiting on refund.,1
CUS-00686,Acme Corp 686,Healthcare,Enterprise,AM-7,16,9,21.0,3,9,27,Feature gap vs roadmap promises; escalation requested.,1
CUS-00687,Acme Corp 687,Manufacturing,SMB,AM-8,23,0,40.1,4,1,27,Feature gap vs roadmap promises; escalation requested.,0
CUS-00688,Acme Corp 688,Manufacturing,SMB,AM-1,17,10,16.7,3,9,23,Feature gap vs roadmap promises; escalation requested.,1
CUS-00689,Acme Corp 689,Healthcare,Mid-Market,AM-2,31,0,5.3,1,3,45,Product downtime last week; team lost confidence.,0
CUS-00690,Acme Corp 690,SaaS,SMB,AM-3,39,8,7.6,0,8,13,Competitor demo scheduled; pricing feels high.,0
CUS-00691,Acme Corp 691,Healthcare,SMB,AM-4,31,4,-4.8,4,10,58,Competitor demo scheduled; pricing feels high.,0
CUS-00692,Acme Corp 692,Retail,SMB,AM-5,37,4,75.4,2,5,11,Competitor demo scheduled; pricing feels high.,0
CUS-00693,Acme Corp 693,SaaS,Enterprise,AM-6,37,0,26.3,0,0,28,Feature gap vs roadmap promises; escalation requested.,0
CUS-00694,Acme Corp 694,SaaS,SMB,AM-7,3,8,65.1,4,4,19,Feature gap vs roadmap promises; escalation requested.,1
CUS-00695,Acme Corp 695,Finance,Mid-Market,AM-8,10,1,51.3,4,4,38,Onboarding incomplete; champion left the company.,1
CUS-00696,Acme Corp 696,SaaS,SMB,AM-1,28,7,7.3,2,10,41,Billing confusion after plan change; waiting on refund.,0
CUS-00697,Acme Corp 697,Retail,SMB,AM-2,23,8,5.8,3,10,55,Billing confusion after plan change; waiting on refund.,0
CUS-00698,Acme Corp 698,Manufacturing,Enterprise,AM-3,2,10,63.1,0,6,47,Feature gap vs roadmap promises; escalation requested.,1
CUS-00699,Acme Corp 699,Healthcare,SMB,AM-4,3,8,13.8,0,10,15,Feature gap vs roadmap promises; escalation requested.,0
CUS-00700,Acme Corp 700,Retail,SMB,AM-5,20,3,72.2,1,4,13,Billing confusion after plan change; waiting on refund.,1
CUS-00701,Acme Corp 701,SaaS,SMB,AM-6,24,8,2.6,3,4,53,Product downtime last week; team lost confidence.,1
CUS-00702,Acme Corp 702,Manufacturing,Mid-Market,AM-7,6,9,51.0,0,9,29,Product downtime last week; team lost confidence.,1
CUS-00703,Acme Corp 703,Manufacturing,SMB,AM-8,6,3,63.3,0,7,6,Product downtime last week; team lost confidence.,1
CUS-00704,Acme Corp 704,Finance,SMB,AM-1,5,1,11.2,3,5,49,Competitor demo scheduled; pricing feels high.,1
CUS-00705,Acme Corp 705,Finance,SMB,AM-2,22,10,14.9,3,5,39,Onboarding incomplete; champion left the company.,1
CUS-00706,Acme Corp 706,Healthcare,SMB,AM-3,0,1,76.8,3,7,2,Onboarding incomplete; champion left the company.,1
CUS-00707,Acme Corp 707,SaaS,SMB,AM-4,22,7,13.8,3,8,47,Onboarding incomplete; champion left the company.,1
CUS-00708,Acme Corp 708,Healthcare,Mid-Market,AM-5,19,2,28.7,4,5,36,Competitor demo scheduled; pricing feels high.,1
CUS-00709,Acme Corp 709,SaaS,SMB,AM-6,18,1,28.9,3,0,37,Competitor demo scheduled; pricing feels high.,0
CUS-00710,Acme Corp 710,Retail,SMB,AM-7,27,9,12.8,2,1,52,Billing confusion after plan change; waiting on refund.,1
CUS-00711,Acme Corp 711,SaaS,Mid-Market,AM-8,20,1,59.8,4,1,30,Billing confusion after plan change; waiting on refund.,0
CUS-00712,Acme Corp 712,Finance,Mid-Market,AM-1,29,8,59.5,1,5,28,Product downtime last week; team lost confidence.,1
CUS-00713,Acme Corp 713,Manufacturing,SMB,AM-2,30,8,24.0,0,6,37,Onboarding incomplete; champion left the company.,0
CUS-00714,Acme Corp 714,Healthcare,SMB,AM-3,36,0,65.2,3,8,12,Feature gap vs roadmap promises; escalation requested.,0
CUS-00715,Acme Corp 715,Finance,SMB,AM-4,31,2,9.2,1,2,9,Feature gap vs roadmap promises; escalation requested.,0
CUS-00716,Acme Corp 716,Manufacturing,Enterprise,AM-5,20,9,-9.6,4,8,50,Competitor demo scheduled; pricing feels high.,1
CUS-00717,Acme Corp 717,Retail,SMB,AM-6,19,6,41.4,2,7,13,Billing confusion after plan change; waiting on refund.,1
CUS-00718,Acme Corp 718,SaaS,SMB,AM-7,9,1,79.5,4,0,30,Billing confusion after plan change; waiting on refund.,1
CUS-00719,Acme Corp 719,Healthcare,SMB,AM-8,23,11,-6.5,0,3,16,Onboarding incomplete; champion left the company.,0
CUS-00720,Acme Corp 720,Retail,SMB,AM-1,5,3,8.7,3,3,14,Onboarding incomplete; champion left the company.,1
CUS-00721,Acme Corp 721,Manufacturing,SMB,AM-2,37,0,36.7,2,9,36,Competitor demo scheduled; pricing feels high.,1
CUS-00722,Acme Corp 722,Healthcare,SMB,AM-3,33,11,62.9,2,10,48,Billing confusion after plan change; waiting on refund.,1
CUS-00723,Acme Corp 723,Manufacturing,Mid-Market,AM-4,4,0,-2.0,1,9,27,Feature gap vs roadmap promises; escalation requested.,0
CUS-00724,Acme Corp 724,Healthcare,Mid-Market,AM-5,31,6,25.6,4,5,9,Onboarding incomplete; champion left the company.,1
CUS-00725,Acme Corp 725,Healthcare,Mid-Market,AM-6,4,11,57.2,1,5,15,Onboarding incomplete; champion left the company.,1
CUS-00726,Acme Corp 726,Retail,Mid-Market,AM-7,28,6,23.4,4,3,10,Billing confusion after plan change; waiting on refund.,1
CUS-00727,Acme Corp 727,SaaS,SMB,AM-8,3,7,7.0,2,8,53,Feature gap vs roadmap promises; escalation requested.,1
CUS-00728,Acme Corp 728,Retail,Enterprise,AM-1,19,4,7.6,0,0,19,Onboarding incomplete; champion left the company.,0
CUS-00729,Acme Corp 729,Healthcare,Mid-Market,AM-2,26,1,26.9,4,2,23,Product downtime last week; team lost confidence.,0
CUS-00730,Acme Corp 730,Healthcare,Enterprise,AM-3,29,6,33.1,0,1,5,Product downtime last week; team lost confidence.,1
CUS-00731,Acme Corp 731,Manufacturing,Mid-Market,AM-4,16,10,67.6,1,5,27,Product downtime last week; team lost confidence.,1
CUS-00732,Acme Corp 732,Healthcare,SMB,AM-5,36,1,47.8,4,3,54,Billing confusion after plan change; waiting on refund.,1
CUS-00733,Acme Corp 733,Manufacturing,SMB,AM-6,30,10,52.1,4,2,25,Feature gap vs roadmap promises; escalation requested.,1
CUS-00734,Acme Corp 734,Manufacturing,SMB,AM-7,8,4,78.5,4,4,39,Feature gap vs roadmap promises; escalation requested.,1
CUS-00735,Acme Corp 735,Manufacturing,SMB,AM-8,26,6,27.1,2,9,11,Feature gap vs roadmap promises; escalation requested.,0
CUS-00736,Acme Corp 736,Healthcare,Mid-Market,AM-1,29,1,26.3,3,6,9,Product downtime last week; team lost confidence.,0
CUS-00737,Acme Corp 737,Finance,SMB,AM-2,13,7,73.1,1,9,44,Onboarding incomplete; champion left the company.,1
CUS-00738,Acme Corp 738,Healthcare,SMB,AM-3,29,2,12.1,3,10,4,Onboarding incomplete; champion left the company.,0
CUS-00739,Acme Corp 739,Healthcare,Enterprise,AM-4,35,3,55.7,2,9,27,Onboarding incomplete; champion left the company.,0
CUS-00740,Acme Corp 740,Finance,Mid-Market,AM-5,32,8,57.9,0,3,19,Onboarding incomplete; champion left the company.,1
CUS-00741,Acme Corp 741,Healthcare,Mid-Market,AM-6,30,0,-1.2,2,9,1,Onboarding incomplete; champion left the company.,0
CUS-00742,Acme Corp 742,Manufacturing,SMB,AM-7,25,5,32.1,2,10,32,Competitor demo scheduled; pricing feels high.,0
CUS-00743,Acme Corp 743,SaaS,Mid-Market,AM-8,10,7,8.1,1,10,57,Billing confusion after plan change; waiting on refund.,0
CUS-00744,Acme Corp 744,Manufacturing,Enterprise,AM-1,31,1,6.7,1,3,5,Billing confusion after plan change; waiting on refund.,0
CUS-00745,Acme Corp 745,Finance,Mid-Market,AM-2,14,3,31.7,2,2,49,Feature gap vs roadmap promises; escalation requested.,1
CUS-00746,Acme Corp 746,Manufacturing,Mid-Market,AM-3,21,4,16.0,0,6,32,Feature gap vs roadmap promises; escalation requested.,0
CUS-00747,Acme Corp 747,Retail,Mid-Market,AM-4,12,7,61.6,0,10,43,Feature gap vs roadmap promises; escalation requested.,1
CUS-00748,Acme Corp 748,Finance,SMB,AM-5,12,11,71.7,3,9,6,Product downtime last week; team lost confidence.,1
CUS-00749,Acme Corp 749,Healthcare,Mid-Market,AM-6,6,10,62.2,1,6,52,Onboarding incomplete; champion left the company.,1
CUS-00750,Acme Corp 750,Healthcare,Enterprise,AM-7,38,2,13.9,3,1,1,Billing confusion after plan change; waiting on refund.,0
CUS-00751,Acme Corp 751,SaaS,SMB,AM-8,5,0,14.7,2,4,54,Product downtime last week; team lost confidence.,1
CUS-00752,Acme Corp 752,Manufacturing,SMB,AM-1,3,0,12.9,2,7,39,Competitor demo scheduled; pricing feels high.,0
CUS-00753,Acme Corp 753,Manufacturing,SMB,AM-2,37,7,2.2,2,6,20,Product downtime last week; team lost confidence.,0
CUS-00754,Acme Corp 754,Manufacturing,SMB,AM-3,22,1,74.9,2,3,1,Onboarding incomplete; champion left the company.,1
CUS-00755,Acme Corp 755,Manufacturing,Enterprise,AM-4,17,2,26.2,4,3,37,Billing confusion after plan change; waiting on refund.,1
CUS-00756,Acme Corp 756,SaaS,Mid-Market,AM-5,29,10,10.2,4,0,6,Onboarding incomplete; champion left the company.,1
CUS-00757,Acme Corp 757,Manufacturing,SMB,AM-6,15,10,66.2,1,3,36,Competitor demo scheduled; pricing feels high.,1
CUS-00758,Acme Corp 758,Manufacturing,SMB,AM-7,5,10,25.9,3,7,46,Onboarding incomplete; champion left the company.,1
CUS-00759,Acme Corp 759,Healthcare,SMB,AM-8,29,3,-6.8,4,2,16,Onboarding incomplete; champion left the company.,0
CUS-00760,Acme Corp 760,Retail,SMB,AM-1,7,7,4.6,0,10,15,Feature gap vs roadmap promises; escalation requested.,0
CUS-00761,Acme Corp 761,Finance,Mid-Market,AM-2,22,7,47.5,3,0,14,Product downtime last week; team lost confidence.,1
CUS-00762,Acme Corp 762,Retail,Enterprise,AM-3,37,2,60.5,2,6,14,Product downtime last week; team lost confidence.,0
CUS-00763,Acme Corp 763,Manufacturing,Mid-Market,AM-4,37,6,9.0,4,5,7,Competitor demo scheduled; pricing feels high.,0
CUS-00764,Acme Corp 764,Retail,SMB,AM-5,14,6,72.6,2,9,15,Onboarding incomplete; champion left the company.,1
CUS-00765,Acme Corp 765,Manufacturing,Mid-Market,AM-6,31,4,66.6,4,9,39,Feature gap vs roadmap promises; escalation requested.,0
CUS-00766,Acme Corp 766,Manufacturing,Mid-Market,AM-7,24,9,66.4,0,5,18,Billing confusion after plan change; waiting on refund.,1
CUS-00767,Acme Corp 767,Manufacturing,SMB,AM-8,19,8,10.5,0,6,47,Billing confusion after plan change; waiting on refund.,1
CUS-00768,Acme Corp 768,Manufacturing,Mid-Market,AM-1,5,6,-5.5,4,7,49,Product downtime last week; team lost confidence.,1
CUS-00769,Acme Corp 769,Finance,Mid-Market,AM-2,15,8,68.1,2,5,45,Onboarding incomplete; champion left the company.,1
CUS-00770,Acme Corp 770,Healthcare,Enterprise,AM-3,26,9,17.5,2,2,32,Feature gap vs roadmap promises; escalation requested.,0
CUS-00771,Acme Corp 771,Finance,SMB,AM-4,39,6,45.7,0,4,19,Onboarding incomplete; champion left the company.,1
CUS-00772,Acme Corp 772,Manufacturing,SMB,AM-5,0,3,58.4,1,2,55,Onboarding incomplete; champion left the company.,1
CUS-00773,Acme Corp 773,Retail,Mid-Market,AM-6,28,9,1.5,4,5,13,Billing confusion after plan change; waiting on refund.,1
CUS-00774,Acme Corp 774,Healthcare,SMB,AM-7,33,8,60.3,1,6,28,Onboarding incomplete; champion left the company.,1
CUS-00775,Acme Corp 775,Retail,SMB,AM-8,38,11,74.5,2,2,27,Onboarding incomplete; champion left the company.,1
CUS-00776,Acme Corp 776,Manufacturing,Mid-Market,AM-1,16,1,55.6,1,2,44,Onboarding incomplete; champion left the company.,1
CUS-00777,Acme Corp 777,Healthcare,SMB,AM-2,4,5,29.7,1,9,33,Competitor demo scheduled; pricing feels high.,0
CUS-00778,Acme Corp 778,Healthcare,Mid-Market,AM-3,10,11,68.9,0,4,48,Onboarding incomplete; champion left the company.,1
CUS-00779,Acme Corp 779,Finance,Enterprise,AM-4,34,6,37.5,4,2,55,Billing confusion after plan change; waiting on refund.,0
CUS-00780,Acme Corp 780,Retail,Mid-Market,AM-5,35,11,57.0,4,7,24,Billing confusion after plan change; waiting on refund.,1
CUS-00781,Acme Corp 781,Manufacturing,Mid-Market,AM-6,25,0,63.8,0,7,52,Billing confusion after plan change; waiting on refund.,0
CUS-00782,Acme Corp 782,SaaS,Mid-Market,AM-7,4,0,57.4,1,9,11,Competitor demo scheduled; pricing feels high.,0
CUS-00783,Acme Corp 783,SaaS,SMB,AM-8,4,9,15.9,2,8,55,Feature gap vs roadmap promises; escalation requested.,1
CUS-00784,Acme Corp 784,Finance,SMB,AM-1,19,4,0.6,1,10,11,Feature gap vs roadmap promises; escalation requested.,0
CUS-00785,Acme Corp 785,SaaS,Mid-Market,AM-2,23,6,11.5,3,6,51,Product downtime last week; team lost confidence.,0
CUS-00786,Acme Corp 786,Manufacturing,SMB,AM-3,1,5,35.3,1,3,24,Billing confusion after plan change; waiting on refund.,1
CUS-00787,Acme Corp 787,Finance,SMB,AM-4,27,4,35.5,0,9,57,Competitor demo scheduled; pricing feels high.,0
CUS-00788,Acme Corp 788,Retail,SMB,AM-5,21,11,42.4,1,2,8,Billing confusion after plan change; waiting on refund.,1
CUS-00789,Acme Corp 789,Finance,Enterprise,AM-6,0,1,25.6,2,3,28,Competitor demo scheduled; pricing feels high.,1
CUS-00790,Acme Corp 790,Retail,SMB,AM-7,3,9,60.8,0,9,54,Product downtime last week; team lost confidence.,1
CUS-00791,Acme Corp 791,Finance,Mid-Market,AM-8,18,10,72.2,4,9,3,Feature gap vs roadmap promises; escalation requested.,1
CUS-00792,Acme Corp 792,Healthcare,SMB,AM-1,28,7,12.2,0,3,16,Competitor demo scheduled; pricing feels high.,1
CUS-00793,Acme Corp 793,Retail,Mid-Market,AM-2,33,4,56.3,0,8,5,Competitor demo scheduled; pricing feels high.,0
CUS-00794,Acme Corp 794,Healthcare,SMB,AM-3,17,1,51.0,2,10,19,Onboarding incomplete; champion left the company.,0
CUS-00795,Acme Corp 795,Manufacturing,SMB,AM-4,11,8,37.1,2,8,24,Feature gap vs roadmap promises; escalation requested.,1
CUS-00796,Acme Corp 796,SaaS,Mid-Market,AM-5,38,5,7.0,1,0,37,Onboarding incomplete; champion left the company.,0
CUS-00797,Acme Corp 797,Finance,Mid-Market,AM-6,18,1,61.6,1,7,16,Competitor demo scheduled; pricing feels high.,1
CUS-00798,Acme Corp 798,SaaS,SMB,AM-7,12,4,76.5,0,1,10,Product downtime last week; team lost confidence.,1
CUS-00799,Acme Corp 799,Healthcare,SMB,AM-8,17,11,55.0,3,9,11,Onboarding incomplete; champion left the company.,1
CUS-00800,Acme Corp 800,Retail,SMB,AM-1,0,3,72.6,1,0,56,Feature gap vs roadmap promises; escalation requested.,1
CUS-00801,Acme Corp 801,SaaS,SMB,AM-2,12,2,78.6,0,10,57,Product downtime last week; team lost confidence.,1
CUS-00802,Acme Corp 802,Retail,Mid-Market,AM-3,20,8,21.7,1,1,14,Billing confusion after plan change; waiting on refund.,1
CUS-00803,Acme Corp 803,Finance,SMB,AM-4,36,2,47.4,4,4,12,Product downtime last week; team lost confidence.,1
CUS-00804,Acme Corp 804,Finance,Mid-Market,AM-5,29,11,32.7,1,2,4,Product downtime last week; team lost confidence.,1
CUS-00805,Acme Corp 805,SaaS,SMB,AM-6,31,10,78.8,4,8,57,Onboarding incomplete; champion left the company.,1
CUS-00806,Acme Corp 806,Retail,Mid-Market,AM-7,21,11,-1.6,1,4,42,Billing confusion after plan change; waiting on refund.,1
CUS-00807,Acme Corp 807,Retail,SMB,AM-8,4,10,27.1,0,8,45,Billing confusion after plan change; waiting on refund.,1
CUS-00808,Acme Corp 808,SaaS,Mid-Market,AM-1,15,2,68.8,1,0,18,Product downtime last week; team lost confidence.,1
CUS-00809,Acme Corp 809,Manufacturing,SMB,AM-2,39,2,15.6,1,4,38,Onboarding incomplete; champion left the company.,0
CUS-00810,Acme Corp 810,Retail,Enterprise,AM-3,1,4,60.9,0,10,4,Billing confusion after plan change; waiting on refund.,1
CUS-00811,Acme Corp 811,Manufacturing,Mid-Market,AM-4,35,5,24.5,2,10,40,Product downtime last week; team lost confidence.,0
CUS-00812,Acme Corp 812,Healthcare,Enterprise,AM-5,27,10,78.2,1,2,35,Product downtime last week; team lost confidence.,1
CUS-00813,Acme Corp 813,Healthcare,SMB,AM-6,11,8,69.5,3,4,20,Billing confusion after plan change; waiting on refund.,1
CUS-00814,Acme Corp 814,Manufacturing,SMB,AM-7,31,7,17.1,2,4,42,Product downtime last week; team lost confidence.,0
CUS-00815,Acme Corp 815,Manufacturing,SMB,AM-8,33,10,59.3,2,6,39,Product downtime last week; team lost confidence.,0
CUS-00816,Acme Corp 816,SaaS,SMB,AM-1,1,7,20.3,2,5,26,Billing confusion after plan change; waiting on refund.,1
CUS-00817,Acme Corp 817,Healthcare,Mid-Market,AM-2,4,4,44.6,0,1,12,Competitor demo scheduled; pricing feels high.,1
CUS-00818,Acme Corp 818,Retail,Enterprise,AM-3,26,4,49.3,3,8,2,Billing confusion after plan change; waiting on refund.,1
CUS-00819,Acme Corp 819,Finance,Mid-Market,AM-4,39,6,64.7,0,2,56,Onboarding incomplete; champion left the company.,0
CUS-00820,Acme Corp 820,Healthcare,Mid-Market,AM-5,0,1,-7.8,3,3,17,Competitor demo scheduled; pricing feels high.,1
CUS-00821,Acme Corp 821,Healthcare,SMB,AM-6,26,8,9.8,4,9,18,Feature gap vs roadmap promises; escalation requested.,1
CUS-00822,Acme Corp 822,Finance,SMB,AM-7,5,7,54.1,3,7,41,Onboarding incomplete; champion left the company.,1
CUS-00823,Acme Corp 823,Manufacturing,Mid-Market,AM-8,26,8,40.7,2,4,16,Onboarding incomplete; champion left the company.,1
CUS-00824,Acme Corp 824,Finance,SMB,AM-1,24,6,34.6,1,10,23,Competitor demo scheduled; pricing feels high.,0
CUS-00825,Acme Corp 825,Manufacturing,SMB,AM-2,3,9,-5.0,4,4,42,Feature gap vs roadmap promises; escalation requested.,1
CUS-00826,Acme Corp 826,Finance,Enterprise,AM-3,27,11,21.3,1,6,36,Product downtime last week; team lost confidence.,1
CUS-00827,Acme Corp 827,SaaS,Enterprise,AM-4,35,6,67.9,2,2,39,Competitor demo scheduled; pricing feels high.,1
CUS-00828,Acme Corp 828,Healthcare,Mid-Market,AM-5,34,5,-7.2,3,2,1,Onboarding incomplete; champion left the company.,0
CUS-00829,Acme Corp 829,Healthcare,SMB,AM-6,1,1,25.7,4,5,27,Billing confusion after plan change; waiting on refund.,1
CUS-00830,Acme Corp 830,SaaS,Enterprise,AM-7,9,9,75.1,4,6,29,Competitor demo scheduled; pricing feels high.,1
CUS-00831,Acme Corp 831,Manufacturing,SMB,AM-8,9,10,-5.4,0,8,38,Feature gap vs roadmap promises; escalation requested.,1
CUS-00832,Acme Corp 832,Manufacturing,SMB,AM-1,18,8,57.5,4,4,9,Billing confusion after plan change; waiting on refund.,1
CUS-00833,Acme Corp 833,SaaS,SMB,AM-2,5,10,13.2,0,9,10,Billing confusion after plan change; waiting on refund.,0
CUS-00834,Acme Corp 834,SaaS,Enterprise,AM-3,34,10,68.0,2,6,45,Feature gap vs roadmap promises; escalation requested.,1
CUS-00835,Acme Corp 835,SaaS,Enterprise,AM-4,31,9,57.1,4,0,40,Onboarding incomplete; champion left the company.,1
